Category's last child Id;Main category;Child_1 category;Child_2 category;Child_3 category;Child_4 category;Is_mandatory_criteria_1;Criteria_1;Unit_1;Type_1;Is_mandatory_criteria_2;Criteria_2;Unit_2;Type_2;Is_mandatory_criteria_3;Criteria_3;Unit_3;Type_3;Is_mandatory_criteria_4;Criteria_4;Unit_4;Type_4;Is_mandatory_criteria_5;Criteria_5;Unit_5;Type_5;Is_mandatory_criteria_6;Criteria_6;Unit_6;Type_6;Is_mandatory_criteria_7;Criteria_7;Unit_7;Type_7;Is_mandatory_criteria_8;Criteria_8;Unit_8;Type_8;Is_mandatory_criteria_9;Criteria_9;Unit_9;Type_9;Is_mandatory_criteria_10;Criteria_10;Unit_10;Type_10
3;Jeux et jouets;Jeux;Accessoires poker
4;Jeux et jouets;Jeux;Accessoires pour jeux de cartes
5;Jeux et jouets;Jeux;Dés & jeux de dés
6;Jeux et jouets;Jeux;Jeux de cartes
7;Jeux et jouets;Jeux;Jeux de plateau
8;Jeux et jouets;Jeux;Jeux de société
9;Jeux et jouets;Jeux;Jeux de rôle
10;Jeux et jouets;Jeux;Machines à sous
12;Jeux et jouets;Jeux de plein air;Jeux d'eau
13;Jeux et jouets;Jeux de plein air;Bacs à sable
14;Jeux et jouets;Jeux de plein air;Balançoires
15;Jeux et jouets;Jeux de plein air;Structures gonflables
16;Jeux et jouets;Jeux de plein air;Toboggans
17;Jeux et jouets;Jeux de plein air;Trampolines
19;Jeux et jouets;Jeux de puzzle;Casse-tête
20;Jeux et jouets;Jeux de puzzle;Puzzles classiques
21;Jeux et jouets;Jeux de puzzle;Puzzles à encastrement
22;Jeux et jouets;Armes jouets et gadgets
24;Jeux et jouets;Jeux de conduite;Véhiciles à pédales et à traction
25;Jeux et jouets;Jeux de conduite;Véhicules électriques
26;Jeux et jouets;Jeux de dessin
28;Jeux et jouets;Jouets d'activité;Balles rebondissantes
29;Jeux et jouets;Jouets d'activité;Billes
30;Jeux et jouets;Jouets d'activité;Toupies
31;Jeux et jouets;Jouets d'activité;Yo-yo
33;Jeux et jouets;Jouets d'imitation;Dînettes
34;Jeux et jouets;Jouets d'imitation;Jeux de jardinage
35;Jeux et jouets;Jouets d'imitation;Jeux de la marchande et de l'épicier
36;Jeux et jouets;Jouets d'imitation;Jeux de ménage
37;Jeux et jouets;Jouets de construction
38;Jeux et jouets;Jouets de sable et de plage
40;Jeux et jouets;Jouets de sport;Ballons pour jeux de plein air
41;Jeux et jouets;Jouets de sport;Jeux de raquettes
42;Jeux et jouets;Jouets musicaux
